05/06/2016,1400
05/07/2016,1209
05/08/2016,1107
05/09/2016,1427
05/10/2016,1440
05/11/2016,1495
05/12/2016,1561
05/13/2016,1350
05/14/2016,1388
05/15/2016,1268
05/16/2016,1418
05/17/2016,1569
05/18/2016,1585
05/19/2016,1492
05/20/2016,1444
05/21/2016,1327
05/22/2016,1214
05/23/2016,1389
05/24/2016,1437
05/25/2016,1440
05/26/2016,1456
05/27/2016,1394
05/28/2016,1239
05/29/2016,1164
05/30/2016,1169
05/31/2016,1590
06/01/2016,1537
06/02/2016,1512
06/03/2016,1401
06/04/2016,1264
06/05/2016,1170
06/06/2016,1490
06/07/2016,1449
06/08/2016,1331
06/09/2016,1477
06/10/2016,1411
06/11/2016,1306
06/12/2016,1195
06/13/2016,1457
06/14/2016,1481
06/15/2016,1543
06/16/2016,1526
06/17/2016,1395
06/18/2016,1276
06/19/2016,1154
06/20/2016,1397
06/21/2016,1598
06/22/2016,1513
06/23/2016,1484
06/24/2016,1400
06/25/2016,1265
06/26/2016,1238
06/27/2016,1471
06/28/2016,1415
06/29/2016,1526
06/30/2016,1440
07/01/2016,1361
07/02/2016,1248
07/03/2016,1232
07/04/2016,1116
07/05/2016,1492
07/06/2016,1423
07/07/2016,1435
07/08/2016,1214
07/09/2016,1176
07/10/2016,1166
07/11/2016,1325
07/12/2016,1332
07/13/2016,1446
07/14/2016,1455
07/15/2016,1372
07/16/2016,1276
07/17/2016,1198
07/18/2016,1409
07/19/2016,1484
07/20/2016,1481
07/21/2016,1454
07/22/2016,1365
07/23/2016,1349
07/24/2016,1310
07/25/2016,1308
07/26/2016,1489
07/27/2016,1492
07/28/2016,1421
07/29/2016,1289
07/30/2016,1224
07/31/2016,1138
08/01/2016,1328
08/02/2016,1360
08/03/2016,1426
08/04/2016,1363
08/05/2016,1459
08/06/2016,1238
08/07/2016,1256
08/08/2016,1491
08/09/2016,1453
08/10/2016,1453
08/11/2016,1346
08/12/2016,1391
08/13/2016,1264
08/14/2016,1244
08/15/2016,1425
08/16/2016,1502
08/17/2016,1576
08/18/2016,1453
08/19/2016,1461
08/20/2016,1317
08/21/2016,1269
08/22/2016,1416
08/23/2016,1456
08/24/2016,1518
08/25/2016,1456
08/26/2016,1392
08/27/2016,1259
08/28/2016,1340
08/29/2016,1416
08/30/2016,1443
08/31/2016,1458
09/01/2016,1243
09/02/2016,1367
09/03/2016,1261
09/04/2016,1174
09/05/2016,1232
09/06/2016,1483
09/07/2016,1377
09/08/2016,1395
09/09/2016,1407
09/10/2016,1238
09/11/2016,1245
09/12/2016,1297
09/13/2016,1357
09/14/2016,1407
09/15/2016,1471
09/16/2016,1397
09/17/2016,1284
09/18/2016,1225
09/19/2016,1162
09/20/2016,1426
09/21/2016,1392
09/22/2016,1497
09/23/2016,1481
09/24/2016,1264
09/25/2016,1199
09/26/2016,1295
09/27/2016,1338
09/28/2016,1453
09/29/2016,1325
09/30/2016,1224
10/01/2016,1176
10/02/2016,1111
10/03/2016,1249
10/04/2016,1460
10/05/2016,1399
10/06/2016,1464
10/07/2016,1360
10/08/2016,1249
10/09/2016,1116
10/10/2016,1202
10/11/2016,1357
10/12/2016,1432
10/13/2016,1396
10/14/2016,1342
10/15/2016,1273
10/16/2016,1232
10/17/2016,1399
10/18/2016,1553
10/19/2016,1525
10/20/2016,1477
10/21/2016,1498
10/22/2016,1319
10/23/2016,1180
10/24/2016,1331
10/25/2016,1314
10/26/2016,1339
10/27/2016,1275
10/28/2016,1343
10/29/2016,1282
10/30/2016,1234
10/31/2016,1409
11/01/2016,1533
11/02/2016,1506
11/03/2016,1417
11/04/2016,1420
11/05/2016,1300
11/06/2016,1098
11/07/2016,1257
11/08/2016,1264
11/09/2016,1294
11/10/2016,1171
11/11/2016,1203
11/12/2016,1158
11/13/2016,1183
11/14/2016,1275
11/15/2016,1209
11/16/2016,1431
11/17/2016,1398
11/18/2016,1381
11/19/2016,1274
11/20/2016,1023
11/21/2016,1219
11/22/2016,1289
11/23/2016,1209
11/24/2016,759
11/25/2016,1270
11/26/2016,1194
11/27/2016,1076
11/28/2016,1301
11/29/2016,1223
11/30/2016,1304
12/01/2016,1426
12/02/2016,1357
12/03/2016,1266
12/04/2016,1078
12/05/2016,1308
12/06/2016,1340
12/07/2016,1344
12/08/2016,1403
12/09/2016,1263
12/10/2016,1188
12/11/2016,1068
12/12/2016,1231
12/13/2016,1322
12/14/2016,1411
12/15/2016,1181
12/16/2016,1125
12/17/2016,1011
12/18/2016,1074
12/19/2016,1273
12/20/2016,1289
12/21/2016,1416
12/22/2016,1354
12/23/2016,1263
12/24/2016,1008
12/25/2016,764
12/26/2016,1027
12/27/2016,1347
12/28/2016,1236
12/29/2016,1183
12/30/2016,1308
12/31/2016,1029
